Ano,Código da Área,Área de Avaliação,Grau Acadêmico,Código da IES,Nome da IES*,Sigla da IES*,Organização Acadêmica,Categoria Administrativa,Código do Curso,Modalidade de Ensino,Código do Município**,Município do Curso**,Sigla da UF** ,Nº de Concluintes Inscritos,Nº  de Concluintes Participantes,Nota Bruta - FG,Nota Padronizada - FG,Nota Bruta - CE,Nota Padronizada - CE,Conceito Enade (Contínuo),Conceito Enade (Faixa),Observação
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1189.0,UNIVERSIDADE DO PLANALTO CATARINENSE,UNIPLAC,Universidade,Privada sem fins lucrativos,309956.0,Educação Presencial,4209300.0,Lages,SC,30.0,28.0,27.282,2.203,31.157,1.04,1.331,2,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1196.0,UNIVERSIDADE CESUMAR,UNICESUMAR,Universidade,Privada com fins lucrativos,20699.0,Educação Presencial,4115200.0,Maringá,PR,55.0,46.0,31.508,2.593,34.252,1.914,2.084,3,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1196.0,UNIVERSIDADE CESUMAR,UNICESUMAR,Universidade,Privada com fins lucrativos,97647.0,Educação Presencial,4115200.0,Maringá,PR,55.0,52.0,35.828,3.464,45.215,3.132,3.215,4,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1196.0,UNIVERSIDADE CESUMAR,UNICESUMAR,Universidade,Privada com fins lucrativos,1342710.0,Educação a Distância,4115200.0,Maringá,PR,882.0,652.0,28.073,2.139,34.513,1.942,1.991,3,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1196.0,UNIVERSIDADE CESUMAR,UNICESUMAR,Universidade,Privada com fins lucrativos,1420353.0,Educação a Distância,4115200.0,Maringá,PR,2662.0,2196.0,29.195,2.485,37.912,2.046,2.155,3,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1202.0,Centro Universitário Santa Rita,UNIFASAR,Faculdade,Privada com fins lucrativos,359760.0,Educação Presencial,3118304.0,Conselheiro Lafaiete,MG,30.0,30.0,26.75,2.124,32.113,1.183,1.418,2,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1224.0,CENTRO UNIVERSITÁRIO DE JALES,UNIJALES,Centro Universitário,Privada sem fins lucrativos,90367.0,Educação Presencial,3524808.0,Jales,SP,17.0,16.0,26.231,1.895,25.381,0.96,1.194,2,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1224.0,CENTRO UNIVERSITÁRIO DE JALES,UNIJALES,Centro Universitário,Privada sem fins lucrativos,390367.0,Educação Presencial,3524808.0,Jales,SP,26.0,25.0,29.056,2.465,34.368,1.518,1.755,2,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1225.0,CENTRO UNIVERSITÁRIO AMPARENSE,UNIFIA,Centro Universitário,Privada com fins lucrativos,49413.0,Educação Presencial,3501905.0,Amparo,SP,4.0,4.0,32.65,2.744,31.45,1.612,1.895,2,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1225.0,CENTRO UNIVERSITÁRIO AMPARENSE,UNIFIA,Centro Universitário,Privada com fins lucrativos,119298.0,Educação Presencial,3501905.0,Amparo,SP,12.0,11.0,31.072,2.762,41.381,2.562,2.612,3,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1227.0,CENTRO UNIVERSITÁRIO SÃO FRANCISCO DE BARREIRAS,,Centro Universitário,Privada sem fins lucrativos,98033.0,Educação Presencial,2903201.0,Barreiras,BA,1.0,0.0,,,,,,SC,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1227.0,CENTRO UNIVERSITÁRIO SÃO FRANCISCO DE BARREIRAS,,Centro Universitário,Privada sem fins lucrativos,1406157.0,Educação Presencial,2903201.0,Barreiras,BA,17.0,16.0,29.312,2.503,41.95,2.646,2.61,3,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1230.0,CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL,UNIPINHAL,Centro Universitário,Privada sem fins lucrativos,321566.0,Educação Presencial,3515186.0,Espírito Santo do Pinhal,SP,8.0,7.0,23.6,1.659,38.242,2.095,1.986,3,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1232.0,CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE,UNIANDRADE,Centro Universitário,Privada sem fins lucrativos,44270.0,Educação Presencial,4106902.0,Curitiba,PR,12.0,12.0,32.666,2.746,42.416,2.792,2.78,3,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1232.0,CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE,UNIANDRADE,Centro Universitário,Privada sem fins lucrativos,111884.0,Educação Presencial,4106902.0,Curitiba,PR,34.0,26.0,28.292,2.352,36.73,1.87,1.99,3,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1243.0,Faculdade Doctum de Serra,DOCTUM,Faculdade,Privada sem fins lucrativos,79981.0,Educação Presencial,3205002.0,Serra,ES,11.0,11.0,22.236,1.367,31.345,1.601,1.543,2,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1243.0,Faculdade Doctum de Serra,DOCTUM,Faculdade,Privada sem fins lucrativos,1365064.0,Educação Presencial,3205002.0,Serra,ES,38.0,29.0,23.172,1.596,35.758,1.725,1.693,2,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1244.0,Centro Universitário Multivix Vitória,,Faculdade,Privada com fins lucrativos,1156532.0,Educação Presencial,3205309.0,Vitória,ES,11.0,11.0,34.9,3.327,50.79,3.962,3.803,4,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1253.0,FACULDADE METODISTA GRANBERY,FMG,Faculdade,Privada sem fins lucrativos,66103.0,Educação Presencial,3136702.0,Juiz de Fora,MG,41.0,28.0,31.767,2.865,44.207,2.982,2.953,4,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1253.0,FACULDADE METODISTA GRANBERY,FMG,Faculdade,Privada sem fins lucrativos,66335.0,Educação Presencial,3136702.0,Juiz de Fora,MG,2.0,1.0,,,,,,SC,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1255.0,Centro Universitário FBV Wyden,UniFBV Wyden,Centro Universitário,Privada com fins lucrativos,86205.0,Educação Presencial,2611606.0,Recife,PE,3.0,2.0,22.6,1.512,36.2,1.791,1.721,2,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1258.0,FACULDADE DE CASCAVEL,,Faculdade,Privada com fins lucrativos,90517.0,Educação Presencial,4104808.0,Cascavel,PR,2.0,2.0,11.9,0.0,24.6,0.876,0.657,1,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1258.0,FACULDADE DE CASCAVEL,,Faculdade,Privada com fins lucrativos,390517.0,Educação Presencial,4104808.0,Cascavel,PR,11.0,10.0,25.1,1.881,29.17,0.745,1.029,2,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1264.0,CENTRO UNIVERSITÁRIO DO RIO GRANDE DO NORTE,UNI-RN,Centro Universitário,Privada sem fins lucrativos,116370.0,Educação Presencial,2408102.0,Natal,RN,32.0,30.0,41.686,4.329,52.546,4.223,4.25,5,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1267.0,INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS,IESGF,Faculdade,Privada com fins lucrativos,1190849.0,Educação Presencial,4216602.0,São José,SC,28.0,21.0,29.261,2.495,39.628,2.301,2.349,3,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1270.0,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ESTÁCIO RIBEIRÃO PRE,Centro Universitário,Privada com fins lucrativos,98313.0,Educação Presencial,3543402.0,Ribeirão Preto,SP,3.0,1.0,,,,,,SC,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1270.0,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ESTÁCIO RIBEIRÃO PRE,Centro Universitário,Privada com fins lucrativos,1383102.0,Educação Presencial,3543402.0,Ribeirão Preto,SP,20.0,18.0,28.644,2.404,34.522,1.541,1.757,2,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1273.0,Centro Universitário Campo Limpo Paulista, UNIFACCAMP,Centro Universitário,Privada com fins lucrativos,1305322.0,Educação Presencial,3509601.0,Campo Limpo Paulista,SP,44.0,17.0,31.688,2.617,37.7,2.284,2.368,3,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1281.0,FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA,FAIT,Faculdade,Privada com fins lucrativos,118786.0,Educação Presencial,3522406.0,Itapeva,SP,20.0,16.0,32.981,2.788,40.693,2.606,2.652,3,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1281.0,FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA,FAIT,Faculdade,Privada com fins lucrativos,1104026.0,Educação Presencial,3522406.0,Itapeva,SP,23.0,21.0,27.947,2.301,46.123,3.267,3.026,4,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1292.0,Centro Universitário de Adamantina,FAI,Centro Universitário,Pública Municipal,58180.0,Educação Presencial,3500105.0,Adamantina,SP,29.0,24.0,22.57,1.411,27.404,1.177,1.236,2,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1292.0,Centro Universitário de Adamantina,FAI,Centro Universitário,Pública Municipal,1212462.0,Educação Presencial,3500105.0,Adamantina,SP,20.0,18.0,24.577,1.804,35.833,1.736,1.753,2,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1294.0,Centro Universitário das Américas,CAM,Centro Universitário,Privada com fins lucrativos,1204435.0,Educação Presencial,3550308.0,São Paulo,SP,41.0,30.0,26.223,2.046,43.21,2.834,2.637,3,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1294.0,Centro Universitário das Américas,CAM,Centro Universitário,Privada com fins lucrativos,1206012.0,Educação Presencial,3550308.0,São Paulo,SP,14.0,7.0,30.642,2.479,31.757,1.645,1.854,2,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1295.0,FACULDADE DE EDUCAÇÃO E TECNOLOGIA IRACEMA,,Faculdade,Privada com fins lucrativos,1112685.0,Educação Presencial,3550308.0,São Paulo,SP,12.0,9.0,18.288,0.875,25.4,0.184,0.357,1,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1298.0,Faculdade Estácio de Alagoas - Estácio FAL,ESTÁCIO FAL,Faculdade,Privada com fins lucrativos,48488.0,Educação Presencial,2704302.0,Maceió,AL,28.0,16.0,29.431,2.318,31.612,1.63,1.802,2,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1298.0,Faculdade Estácio de Alagoas - Estácio FAL,ESTÁCIO FAL,Faculdade,Privada com fins lucrativos,348488.0,Educação Presencial,2704302.0,Maceió,AL,72.0,51.0,24.805,1.837,38.19,2.087,2.024,3,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1299.0,FACULDADES INTEGRADAS DE FERNANDÓPOLIS,FIFE,Faculdade,Privada sem fins lucrativos,95131.0,Educação Presencial,3515509.0,Fernandópolis,SP,26.0,14.0,27.342,2.042,33.271,1.808,1.867,2,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1299.0,FACULDADES INTEGRADAS DE FERNANDÓPOLIS,FIFE,Faculdade,Privada sem fins lucrativos,1161630.0,Educação Presencial,3515509.0,Fernandópolis,SP,28.0,21.0,28.614,2.399,37.966,2.054,2.14,3,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1310.0,FACULDADE DE AMERICANA,FAM,Faculdade,Privada sem fins lucrativos,21976.0,Educação Presencial,3501608.0,Americana,SP,9.0,6.0,32.133,2.676,36.816,2.189,2.311,3,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1310.0,FACULDADE DE AMERICANA,FAM,Faculdade,Privada sem fins lucrativos,321976.0,Educação Presencial,3501608.0,Americana,SP,33.0,30.0,31.096,2.766,39.186,2.235,2.368,3,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1313.0,FACULDADE DE SUZANO,UNISUZ,Faculdade,Privada com fins lucrativos,57102.0,Educação Presencial,3552502.0,Suzano,SP,42.0,35.0,27.371,2.046,38.248,2.343,2.269,3,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1317.0,Centro Universitário Sudoeste Paulista,UniFSP,Centro Universitário,Privada com fins lucrativos,1184190.0,Educação Presencial,3504503.0,Avaré,SP,6.0,6.0,26.85,1.977,37.366,2.249,2.181,3,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1317.0,Centro Universitário Sudoeste Paulista,UniFSP,Centro Universitário,Privada com fins lucrativos,1260356.0,Educação Presencial,3504503.0,Avaré,SP,11.0,11.0,31.754,2.863,36.945,1.902,2.142,3,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1326.0,Faculdade Multivix Serra,MULTIVIX SERRA,Faculdade,Privada com fins lucrativos,1303731.0,Educação Presencial,3205002.0,Serra,ES,7.0,5.0,37.44,3.378,56.52,4.308,4.076,5,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1328.0,FACULDADE DE COMUNICAÇÃO E TURISMO DE OLINDA,FACOTTUR,Faculdade,Privada sem fins lucrativos,1202767.0,Educação Presencial,2609600.0,Olinda,PE,44.0,40.0,24.832,1.841,38.715,2.165,2.084,3,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1334.0,CENTRO UNIVERSITÁRIO FACISA,UNIFACISA,Centro Universitário,Privada com fins lucrativos,1322433.0,Educação Presencial,2504009.0,Campina Grande,PB,52.0,50.0,32.202,2.929,44.666,3.051,3.02,4,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1334.0,CENTRO UNIVERSITÁRIO FACISA,UNIFACISA,Centro Universitário,Privada com fins lucrativos,1322435.0,Educação Presencial,2504009.0,Campina Grande,PB,1.0,1.0,,,,,,SC,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1336.0,CENTRO UNIVERSITÁRIO ASSIS GURGACZ,FAG,Centro Universitário,Privada sem fins lucrativos,20002.0,Educação Presencial,4104808.0,Cascavel,PR,6.0,6.0,43.683,4.204,45.25,3.096,3.373,4,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1336.0,CENTRO UNIVERSITÁRIO ASSIS GURGACZ,FAG,Centro Universitário,Privada sem fins lucrativos,5000150.0,Educação Presencial,4104808.0,Cascavel,PR,12.0,12.0,38.55,3.866,44.683,3.053,3.256,4,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1350.0,Centro Universitário do Vale do Jaguaribe,UNIJAGUARIBE,Faculdade,Privada com fins lucrativos,1052090.0,Educação Presencial,2301109.0,Aracati,CE,1.0,1.0,,,,,,SC,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1350.0,Centro Universitário do Vale do Jaguaribe,UNIJAGUARIBE,Faculdade,Privada com fins lucrativos,1396448.0,Educação Presencial,2301109.0,Aracati,CE,10.0,10.0,26.06,2.022,32.61,1.257,1.448,2,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1351.0,CENTRO UNIVERSITÁRIO SOCIESC,,Centro Universitário,Privada com fins lucrativos,1380904.0,Educação Presencial,4209102.0,Joinville,SC,15.0,12.0,28.366,2.363,35.375,1.668,1.842,2,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1355.0,FACULDADES INTEGRADAS DE JAHU,FIJ,Faculdade,Privada sem fins lucrativos,1171586.0,Educação Presencial,3525300.0,Jaú,SP,21.0,21.0,35.471,3.412,47.68,3.499,3.477,4,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1356.0,CENTRO UNIVERSITÁRIO DE SANTA FÉ DO SUL,UNIFUNEC,Centro Universitário,Pública Municipal,20307.0,Educação Presencial,3546603.0,Santa Fé do Sul,SP,29.0,26.0,28.642,2.404,38.876,2.189,2.243,3,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1356.0,CENTRO UNIVERSITÁRIO DE SANTA FÉ DO SUL,UNIFUNEC,Centro Universitário,Pública Municipal,1146775.0,Educação Presencial,3546603.0,Santa Fé do Sul,SP,26.0,24.0,31.35,2.572,38.262,2.345,2.402,3,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1362.0,Centro Universitário Governador Ozanam Coelho,UNIFAGOC,Centro Universitário,Privada com fins lucrativos,20457.0,Educação Presencial,3169901.0,Ubá,MG,14.0,11.0,40.454,3.777,50.609,3.673,3.699,4,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1362.0,Centro Universitário Governador Ozanam Coelho,UNIFAGOC,Centro Universitário,Privada com fins lucrativos,109692.0,Educação Presencial,3169901.0,Ubá,MG,31.0,24.0,34.479,3.265,49.379,3.752,3.63,4,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1364.0,CENTRO UNIVERSIÁRIO UNIFTC,,Centro Universitário,Privada com fins lucrativos,80101.0,Educação Presencial,2933307.0,Vitória da Conquista,BA,19.0,17.0,32.364,2.953,46.888,3.381,3.274,4,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1365.0,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,UNASP,Centro Universitário,Privada sem fins lucrativos,20165.0,Educação Presencial,3519071.0,Hortolândia,SP,52.0,20.0,33.83,2.9,45.28,3.1,3.05,4,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1365.0,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,UNASP,Centro Universitário,Privada sem fins lucrativos,42502.0,Educação Presencial,3550308.0,São Paulo,SP,61.0,44.0,26.984,1.995,39.043,2.429,2.32,3,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1365.0,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,UNASP,Centro Universitário,Privada sem fins lucrativos,320165.0,Educação Presencial,3519071.0,Hortolândia,SP,75.0,50.0,30.78,2.719,43.652,2.9,2.855,3,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1365.0,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,UNASP,Centro Universitário,Privada sem fins lucrativos,342502.0,Educação Presencial,3550308.0,São Paulo,SP,41.0,26.0,25.757,1.978,37.592,1.998,1.993,3,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1375.0,FACULDADE CATÓLICA RAINHA DA PAZ DE ARAPUTANGA,FCARP,Faculdade,Privada sem fins lucrativos,80232.0,Educação Presencial,5101258.0,Araputanga,MT,16.0,14.0,16.592,0.62,24.242,0.837,0.783,1,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1404.0,FACULDADE DE PIRACANJUBA,FAP,Faculdade,Privada com fins lucrativos,1283832.0,Educação Presencial,5217104.0,Piracanjuba,GO,16.0,13.0,22.146,1.445,31.607,1.107,1.192,2,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1414.0,CENTRO UNIVERSITÁRIO SÃO LUCAS,UniSL,Centro Universitário,Privada com fins lucrativos,59662.0,Educação Presencial,1100205.0,Porto Velho,RO,16.0,4.0,36.325,3.538,51.475,4.064,3.932,4,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1418.0,Centro Universitário Toledo Wyden,Unitoledo Wyden,Centro Universitário,Privada com fins lucrativos,20647.0,Educação Presencial,3502804.0,Araçatuba,SP,20.0,7.0,39.4,3.637,37.457,2.258,2.603,3,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1420.0,FACULDADES DE DRACENA,,Faculdade,Especial,91943.0,Educação Presencial,3514403.0,Dracena,SP,16.0,16.0,28.487,2.194,38.056,2.323,2.29,3,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1422.0,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,Centro Universitário,Privada sem fins lucrativos,73248.0,Educação Presencial,1302603.0,Manaus,AM,67.0,60.0,26.796,1.97,34.466,1.937,1.945,3,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1422.0,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,Centro Universitário,Privada sem fins lucrativos,1364159.0,Educação Presencial,1302603.0,Manaus,AM,88.0,72.0,27.393,2.219,33.934,1.454,1.645,2,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1422.0,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,Centro Universitário,Privada sem fins lucrativos,1419724.0,Educação Presencial,1302603.0,Manaus,AM,15.0,15.0,19.96,1.122,26.073,0.284,0.493,1,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1422.0,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,Centro Universitário,Privada sem fins lucrativos,1419731.0,Educação Presencial,1302603.0,Manaus,AM,21.0,18.0,28.222,2.342,32.333,1.215,1.497,2,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1426.0,INSTITUTO LUTERANO DE ENSINO SUPERIOR DE ITUMBIARA,ILES,Faculdade,Privada com fins lucrativos,1153897.0,Educação Presencial,5211503.0,Itumbiara,GO,10.0,7.0,12.357,0.0,31.971,1.162,0.871,1,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1427.0,CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA,FSG,Centro Universitário,Privada com fins lucrativos,50265.0,Educação Presencial,4305108.0,Caxias do Sul,RS,8.0,7.0,39.0,3.584,47.257,3.312,3.38,4,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1427.0,CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA,FSG,Centro Universitário,Privada com fins lucrativos,350265.0,Educação Presencial,4305108.0,Caxias do Sul,RS,31.0,26.0,25.765,1.979,40.85,2.483,2.357,3,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1427.0,CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA,FSG,Centro Universitário,Privada com fins lucrativos,1398176.0,Educação a Distância,4305108.0,Caxias do Sul,RS,13.0,10.0,31.84,2.637,39.02,2.426,2.479,3,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1430.0,CENTRO UNIVERSITÁRIO INGÁ,UNINGÁ,Centro Universitário,Privada com fins lucrativos,95115.0,Educação Presencial,4115200.0,Maringá,PR,10.0,10.0,23.8,1.574,35.76,2.076,1.95,3,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1430.0,CENTRO UNIVERSITÁRIO INGÁ,UNINGÁ,Centro Universitário,Privada com fins lucrativos,1364973.0,Educação Presencial,4115200.0,Maringá,PR,33.0,27.0,27.096,2.175,33.448,1.381,1.58,2,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1430.0,CENTRO UNIVERSITÁRIO INGÁ,UNINGÁ,Centro Universitário,Privada com fins lucrativos,1427715.0,Educação a Distância,4115200.0,Maringá,PR,32.0,26.0,28.026,2.313,39.3,2.252,2.267,3,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1430.0,CENTRO UNIVERSITÁRIO INGÁ,UNINGÁ,Centro Universitário,Privada com fins lucrativos,1427716.0,Educação a Distância,4115200.0,Maringá,PR,3.0,2.0,22.25,1.369,23.15,0.72,0.882,1,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1444.0,FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA,FIEL,Faculdade,Privada sem fins lucrativos,350447.0,Educação Presencial,3526902.0,Limeira,SP,26.0,24.0,26.12,2.031,40.537,2.436,2.335,3,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1446.0,CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,UNIPLAN,Centro Universitário,Privada com fins lucrativos,121419.0,Educação Presencial,5300108.0,Brasília,DF,26.0,12.0,36.008,3.188,44.691,3.036,3.074,4,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1446.0,CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,UNIPLAN,Centro Universitário,Privada com fins lucrativos,1163319.0,Educação Presencial,5300108.0,Brasília,DF,36.0,18.0,31.627,2.844,44.777,3.067,3.011,4,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1446.0,CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,UNIPLAN,Centro Universitário,Privada com fins lucrativos,1363704.0,Educação a Distância,5300108.0,Brasília,DF,108.0,79.0,21.64,1.37,30.808,0.989,1.084,2,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1450.0,CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO,UNICERP,Centro Universitário,Privada sem fins lucrativos,89212.0,Educação Presencial,3148103.0,Patrocínio,MG,5.0,4.0,29.15,2.281,28.025,1.244,1.503,2,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1450.0,CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO,UNICERP,Centro Universitário,Privada sem fins lucrativos,1156760.0,Educação Presencial,3148103.0,Patrocínio,MG,22.0,15.0,30.453,2.671,36.186,1.789,2.009,3,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1457.0,Faculdade Estácio de Cotia,Estacio Cotia,Faculdade,Privada com fins lucrativos,91833.0,Educação Presencial,3513009.0,Cotia,SP,5.0,0.0,,,,,,SC,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1457.0,Faculdade Estácio de Cotia,Estacio Cotia,Faculdade,Privada com fins lucrativos,1388928.0,Educação Presencial,3513009.0,Cotia,SP,2.0,2.0,13.05,0.102,48.85,3.673,2.78,3,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1461.0,CENTRO UNIVERSIÁRIO UNIFTC SALVADOR,,Centro Universitário,Privada com fins lucrativos,63076.0,Educação Presencial,2927408.0,Salvador,BA,47.0,46.0,26.645,2.109,40.073,2.367,2.303,3,
2021,3502.0,EDUCAÇÃO FÍSICA ,Licenciatura,1472.0,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,UNIASSELVI,Centro Universitário,Privada com fins lucrativos,1300122.0,Educação a Distância,4207502.0,Indaial,SC,1511.0,812.0,27.049,2.003,31.637,1.633,1.725,2,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1472.0,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,UNIASSELVI,Centro Universitário,Privada com fins lucrativos,1403882.0,Educação a Distância,4207502.0,Indaial,SC,1590.0,1087.0,29.034,2.462,34.308,1.509,1.747,2,
2021,3501.0,EDUCAÇÃO FÍSICA ,Bacharelado,1486.0,FACULDADE ESTÁCIO DE SÁ DE VITÓRIA,FESV,Faculdade,Privada com fins lucrativos,66566.0,Educação Presencial,3205309.0,Vitória,ES,25.0,23.0,34.786,3.311,40.86,2.484,2.691,3,
